influencer_follower_demo_id,influencer_id,collected_date,influencer_follower_gender,influencer_follower_age_group,engagement_type,engaged_follower_count,engaged_follower_ratio
inffol-2410,inf-0122,2026-06-01,남성,30대,comment,38,2.43
inffol-2411,inf-0122,2026-06-01,남성,40대,comment,115,7.35
inffol-2412,inf-0122,2026-06-01,남성,50대,comment,5,0.32
inffol-2413,inf-0122,2026-06-01,남성,60대+,comment,14,0.9
inffol-2414,inf-0122,2026-06-01,여성,20대,comment,101,6.46
inffol-2415,inf-0122,2026-06-01,여성,30대,comment,17,1.09
inffol-2416,inf-0122,2026-06-01,여성,40대,comment,35,2.24
inffol-2417,inf-0122,2026-06-01,여성,50대,comment,4,0.26
inffol-2418,inf-0122,2026-06-01,여성,60대+,comment,3,0.19
inffol-2419,inf-0123,2026-06-01,남성,10대,like,28,5.3
inffol-2420,inf-0123,2026-06-01,남성,20대,like,87,16.48
inffol-2421,inf-0123,2026-06-01,남성,30대,like,40,7.58
inffol-2422,inf-0123,2026-06-01,남성,40대,like,56,10.61
inffol-2423,inf-0123,2026-06-01,남성,50대,like,1,0.19
inffol-2424,inf-0123,2026-06-01,남성,60대+,like,2,0.38
inffol-2425,inf-0123,2026-06-01,여성,10대,like,33,6.25
inffol-2426,inf-0123,2026-06-01,여성,20대,like,89,16.86
inffol-2427,inf-0123,2026-06-01,여성,30대,like,39,7.39
inffol-2428,inf-0123,2026-06-01,여성,40대,like,60,11.36
inffol-2429,inf-0123,2026-06-01,여성,60대+,like,6,1.14
inffol-2430,inf-0123,2026-06-01,남성,10대,comment,7,1.33
inffol-2431,inf-0123,2026-06-01,남성,20대,comment,8,1.52
inffol-2432,inf-0123,2026-06-01,남성,30대,comment,9,1.7
inffol-2433,inf-0123,2026-06-01,남성,40대,comment,12,2.27
inffol-2434,inf-0123,2026-06-01,남성,60대+,comment,2,0.38
inffol-2435,inf-0123,2026-06-01,여성,10대,comment,9,1.7
inffol-2436,inf-0123,2026-06-01,여성,20대,comment,15,2.84
inffol-2437,inf-0123,2026-06-01,여성,30대,comment,16,3.03
inffol-2438,inf-0123,2026-06-01,여성,40대,comment,9,1.7
inffol-2439,inf-0124,2026-06-01,남성,10대,like,4,1.1
inffol-2440,inf-0124,2026-06-01,남성,20대,like,22,6.03
inffol-2441,inf-0124,2026-06-01,남성,30대,like,23,6.3
inffol-2442,inf-0124,2026-06-01,남성,40대,like,10,2.74
inffol-2443,inf-0124,2026-06-01,남성,50대,like,22,6.03
inffol-2444,inf-0124,2026-06-01,여성,10대,like,13,3.56
inffol-2445,inf-0124,2026-06-01,여성,20대,like,27,7.4
inffol-2446,inf-0124,2026-06-01,여성,30대,like,24,6.58
inffol-2447,inf-0124,2026-06-01,여성,40대,like,22,6.03
inffol-2448,inf-0124,2026-06-01,여성,50대,like,19,5.21
inffol-2449,inf-0124,2026-06-01,남성,10대,comment,11,3.01
inffol-2450,inf-0124,2026-06-01,남성,20대,comment,23,6.3
inffol-2451,inf-0124,2026-06-01,남성,30대,comment,20,5.48
inffol-2452,inf-0124,2026-06-01,남성,40대,comment,13,3.56
inffol-2453,inf-0124,2026-06-01,남성,50대,comment,12,3.29
inffol-2454,inf-0124,2026-06-01,남성,60대+,comment,1,0.27
inffol-2455,inf-0124,2026-06-01,여성,10대,comment,8,2.19
inffol-2456,inf-0124,2026-06-01,여성,20대,comment,26,7.12
inffol-2457,inf-0124,2026-06-01,여성,30대,comment,36,9.86
inffol-2458,inf-0124,2026-06-01,여성,40대,comment,13,3.56
inffol-2459,inf-0124,2026-06-01,여성,50대,comment,15,4.11
inffol-2460,inf-0124,2026-06-01,여성,60대+,comment,1,0.27
inffol-2461,inf-0125,2026-06-01,남성,10대,like,18,2.99
inffol-2462,inf-0125,2026-06-01,남성,20대,like,102,16.94
inffol-2463,inf-0125,2026-06-01,남성,30대,like,89,14.78
inffol-2464,inf-0125,2026-06-01,남성,40대,like,21,3.49
inffol-2465,inf-0125,2026-06-01,남성,50대,like,43,7.14
inffol-2466,inf-0125,2026-06-01,남성,60대+,like,13,2.16
inffol-2467,inf-0125,2026-06-01,여성,10대,like,7,1.16
inffol-2468,inf-0125,2026-06-01,여성,20대,like,44,7.31
inffol-2469,inf-0125,2026-06-01,여성,30대,like,28,4.65
inffol-2470,inf-0125,2026-06-01,여성,40대,like,8,1.33
inffol-2471,inf-0125,2026-06-01,여성,50대,like,21,3.49
inffol-2472,inf-0125,2026-06-01,여성,60대+,like,8,1.33
inffol-2473,inf-0125,2026-06-01,남성,10대,comment,11,1.83
inffol-2474,inf-0125,2026-06-01,남성,20대,comment,55,9.14
inffol-2475,inf-0125,2026-06-01,남성,30대,comment,35,5.81
inffol-2476,inf-0125,2026-06-01,남성,40대,comment,11,1.83
inffol-2477,inf-0125,2026-06-01,남성,50대,comment,19,3.16
inffol-2478,inf-0125,2026-06-01,남성,60대+,comment,1,0.17
inffol-2479,inf-0125,2026-06-01,여성,10대,comment,2,0.33
inffol-2480,inf-0125,2026-06-01,여성,20대,comment,21,3.49
inffol-2481,inf-0125,2026-06-01,여성,30대,comment,20,3.32
inffol-2482,inf-0125,2026-06-01,여성,40대,comment,9,1.5
inffol-2483,inf-0125,2026-06-01,여성,50대,comment,9,1.5
inffol-2484,inf-0125,2026-06-01,여성,60대+,comment,7,1.16
inffol-2485,inf-0126,2026-06-01,남성,20대,like,74,16.44
inffol-2486,inf-0126,2026-06-01,남성,30대,like,58,12.89
inffol-2487,inf-0126,2026-06-01,남성,40대,like,16,3.56
inffol-2488,inf-0126,2026-06-01,남성,50대,like,1,0.22
inffol-2489,inf-0126,2026-06-01,남성,60대+,like,44,9.78
inffol-2490,inf-0126,2026-06-01,여성,20대,like,50,11.11
inffol-2491,inf-0126,2026-06-01,여성,30대,like,30,6.67
inffol-2492,inf-0126,2026-06-01,여성,40대,like,20,4.44
inffol-2493,inf-0126,2026-06-01,여성,50대,like,1,0.22
inffol-2494,inf-0126,2026-06-01,여성,60대+,like,67,14.89
inffol-2495,inf-0126,2026-06-01,남성,20대,comment,16,3.56
inffol-2496,inf-0126,2026-06-01,남성,30대,comment,15,3.33
inffol-2497,inf-0126,2026-06-01,남성,40대,comment,7,1.56
inffol-2498,inf-0126,2026-06-01,남성,50대,comment,1,0.22
inffol-2499,inf-0126,2026-06-01,남성,60대+,comment,10,2.22
inffol-2500,inf-0126,2026-06-01,여성,20대,comment,19,4.22
inffol-2501,inf-0126,2026-06-01,여성,30대,comment,6,1.33
inffol-2502,inf-0126,2026-06-01,여성,40대,comment,6,1.33
inffol-2503,inf-0126,2026-06-01,여성,60대+,comment,9,2.0
inffol-2504,inf-0127,2026-06-01,남성,10대,like,7,1.21
inffol-2505,inf-0127,2026-06-01,남성,20대,like,76,13.13
inffol-2506,inf-0127,2026-06-01,남성,30대,like,142,24.53
inffol-2507,inf-0127,2026-06-01,남성,40대,like,23,3.97
inffol-2508,inf-0127,2026-06-01,남성,50대,like,12,2.07
inffol-2509,inf-0127,2026-06-01,남성,60대+,like,1,0.17
inffol-2510,inf-0127,2026-06-01,여성,10대,like,2,0.35
inffol-2511,inf-0127,2026-06-01,여성,20대,like,47,8.12
inffol-2512,inf-0127,2026-06-01,여성,30대,like,77,13.3
inffol-2513,inf-0127,2026-06-01,여성,40대,like,17,2.94
inffol-2514,inf-0127,2026-06-01,여성,50대,like,17,2.94
inffol-2515,inf-0127,2026-06-01,여성,60대+,like,3,0.52
inffol-2516,inf-0127,2026-06-01,남성,10대,comment,2,0.35
inffol-2517,inf-0127,2026-06-01,남성,20대,comment,33,5.7
inffol-2518,inf-0127,2026-06-01,남성,30대,comment,48,8.29
inffol-2519,inf-0127,2026-06-01,남성,40대,comment,6,1.04
inffol-2520,inf-0127,2026-06-01,남성,50대,comment,9,1.55
inffol-2521,inf-0127,2026-06-01,여성,10대,comment,1,0.17
inffol-2522,inf-0127,2026-06-01,여성,20대,comment,19,3.28
inffol-2523,inf-0127,2026-06-01,여성,30대,comment,27,4.66
inffol-2524,inf-0127,2026-06-01,여성,40대,comment,3,0.52
inffol-2525,inf-0127,2026-06-01,여성,50대,comment,7,1.21
inffol-2526,inf-0128,2026-06-01,남성,10대,like,1,1.04
inffol-2527,inf-0128,2026-06-01,남성,20대,like,17,17.71
inffol-2528,inf-0128,2026-06-01,남성,30대,like,12,12.5
inffol-2529,inf-0128,2026-06-01,남성,40대,like,13,13.54
inffol-2530,inf-0128,2026-06-01,여성,20대,like,5,5.21
inffol-2531,inf-0128,2026-06-01,여성,30대,like,6,6.25
inffol-2532,inf-0128,2026-06-01,여성,40대,like,2,2.08
inffol-2533,inf-0128,2026-06-01,남성,20대,comment,9,9.38
inffol-2534,inf-0128,2026-06-01,남성,30대,comment,14,14.58
inffol-2535,inf-0128,2026-06-01,남성,40대,comment,3,3.12
inffol-2536,inf-0128,2026-06-01,여성,10대,comment,1,1.04
inffol-2537,inf-0128,2026-06-01,여성,20대,comment,7,7.29
inffol-2538,inf-0128,2026-06-01,여성,30대,comment,3,3.12
inffol-2539,inf-0128,2026-06-01,여성,40대,comment,2,2.08
inffol-2540,inf-0128,2026-06-01,여성,50대,comment,1,1.04
inffol-2541,inf-0129,2026-06-01,남성,10대,like,3,0.24
inffol-2542,inf-0129,2026-06-01,남성,20대,like,58,4.67
inffol-2543,inf-0129,2026-06-01,남성,30대,like,113,9.11
inffol-2544,inf-0129,2026-06-01,남성,40대,like,4,0.32
inffol-2545,inf-0129,2026-06-01,남성,50대,like,12,0.97
inffol-2546,inf-0129,2026-06-01,남성,60대+,like,5,0.4
inffol-2547,inf-0129,2026-06-01,여성,10대,like,13,1.05
inffol-2548,inf-0129,2026-06-01,여성,20대,like,153,12.33
inffol-2549,inf-0129,2026-06-01,여성,30대,like,322,25.95
inffol-2550,inf-0129,2026-06-01,여성,40대,like,13,1.05
inffol-2551,inf-0129,2026-06-01,여성,50대,like,37,2.98
inffol-2552,inf-0129,2026-06-01,여성,60대+,like,16,1.29
inffol-2553,inf-0129,2026-06-01,남성,10대,comment,2,0.16
inffol-2554,inf-0129,2026-06-01,남성,20대,comment,35,2.82
inffol-2555,inf-0129,2026-06-01,남성,30대,comment,80,6.45
inffol-2556,inf-0129,2026-06-01,남성,40대,comment,3,0.24
inffol-2557,inf-0129,2026-06-01,남성,50대,comment,10,0.81
inffol-2558,inf-0129,2026-06-01,남성,60대+,comment,4,0.32
inffol-2559,inf-0129,2026-06-01,여성,10대,comment,10,0.81
inffol-2560,inf-0129,2026-06-01,여성,20대,comment,89,7.17
inffol-2561,inf-0129,2026-06-01,여성,30대,comment,201,16.2
inffol-2562,inf-0129,2026-06-01,여성,40대,comment,7,0.56
inffol-2563,inf-0129,2026-06-01,여성,50대,comment,33,2.66
inffol-2564,inf-0129,2026-06-01,여성,60대+,comment,18,1.45
inffol-2565,inf-0130,2026-06-01,남성,10대,like,119,13.45
inffol-2566,inf-0130,2026-06-01,남성,20대,like,117,13.22
inffol-2567,inf-0130,2026-06-01,남성,30대,like,82,9.27
inffol-2568,inf-0130,2026-06-01,남성,40대,like,16,1.81
inffol-2569,inf-0130,2026-06-01,남성,50대,like,3,0.34
inffol-2570,inf-0130,2026-06-01,남성,60대+,like,13,1.47
inffol-2571,inf-0130,2026-06-01,여성,10대,like,159,17.97
inffol-2572,inf-0130,2026-06-01,여성,20대,like,147,16.61
inffol-2573,inf-0130,2026-06-01,여성,30대,like,104,11.75
inffol-2574,inf-0130,2026-06-01,여성,40대,like,5,0.56
inffol-2575,inf-0130,2026-06-01,여성,50대,like,2,0.23
inffol-2576,inf-0130,2026-06-01,여성,60대+,like,13,1.47
inffol-2577,inf-0130,2026-06-01,남성,10대,comment,15,1.69
inffol-2578,inf-0130,2026-06-01,남성,20대,comment,17,1.92
inffol-2579,inf-0130,2026-06-01,남성,30대,comment,12,1.36
inffol-2580,inf-0130,2026-06-01,남성,40대,comment,2,0.23
inffol-2581,inf-0130,2026-06-01,남성,60대+,comment,1,0.11
inffol-2582,inf-0130,2026-06-01,여성,10대,comment,21,2.37
inffol-2583,inf-0130,2026-06-01,여성,20대,comment,24,2.71
inffol-2584,inf-0130,2026-06-01,여성,30대,comment,10,1.13
inffol-2585,inf-0130,2026-06-01,여성,40대,comment,2,0.23
inffol-2586,inf-0130,2026-06-01,여성,60대+,comment,1,0.11
inffol-2587,inf-0131,2026-06-01,남성,10대,like,4,0.88
inffol-2588,inf-0131,2026-06-01,남성,20대,like,53,11.62
inffol-2589,inf-0131,2026-06-01,남성,30대,like,39,8.55
inffol-2590,inf-0131,2026-06-01,남성,40대,like,2,0.44
inffol-2591,inf-0131,2026-06-01,남성,50대,like,21,4.61
inffol-2592,inf-0131,2026-06-01,남성,60대+,like,8,1.75
inffol-2593,inf-0131,2026-06-01,여성,10대,like,10,2.19
inffol-2594,inf-0131,2026-06-01,여성,20대,like,82,17.98
inffol-2595,inf-0131,2026-06-01,여성,30대,like,48,10.53
inffol-2596,inf-0131,2026-06-01,여성,40대,like,6,1.32
inffol-2597,inf-0131,2026-06-01,여성,50대,like,30,6.58
inffol-2598,inf-0131,2026-06-01,여성,60대+,like,13,2.85
inffol-2599,inf-0131,2026-06-01,남성,10대,comment,4,0.88
inffol-2600,inf-0131,2026-06-01,남성,20대,comment,19,4.17
inffol-2601,inf-0131,2026-06-01,남성,30대,comment,17,3.73
inffol-2602,inf-0131,2026-06-01,남성,50대,comment,11,2.41
inffol-2603,inf-0131,2026-06-01,남성,60대+,comment,4,0.88
inffol-2604,inf-0131,2026-06-01,여성,10대,comment,4,0.88
inffol-2605,inf-0131,2026-06-01,여성,20대,comment,35,7.68
inffol-2606,inf-0131,2026-06-01,여성,30대,comment,20,4.39
inffol-2607,inf-0131,2026-06-01,여성,40대,comment,1,0.22
inffol-2608,inf-0131,2026-06-01,여성,50대,comment,21,4.61
inffol-2609,inf-0131,2026-06-01,여성,60대+,comment,4,0.88
inffol-2610,inf-0132,2026-06-01,남성,10대,like,3,2.36
inffol-2611,inf-0132,2026-06-01,남성,20대,like,15,11.81
inffol-2612,inf-0132,2026-06-01,남성,30대,like,8,6.3
inffol-2613,inf-0132,2026-06-01,남성,40대,like,1,0.79
inffol-2614,inf-0132,2026-06-01,남성,50대,like,5,3.94
inffol-2615,inf-0132,2026-06-01,여성,10대,like,4,3.15
inffol-2616,inf-0132,2026-06-01,여성,20대,like,10,7.87
inffol-2617,inf-0132,2026-06-01,여성,30대,like,27,21.26
inffol-2618,inf-0132,2026-06-01,여성,40대,like,9,7.09
inffol-2619,inf-0132,2026-06-01,여성,50대,like,15,11.81
inffol-2620,inf-0132,2026-06-01,남성,20대,comment,4,3.15
inffol-2621,inf-0132,2026-06-01,남성,30대,comment,5,3.94
inffol-2622,inf-0132,2026-06-01,남성,50대,comment,3,2.36
inffol-2623,inf-0132,2026-06-01,여성,10대,comment,1,0.79
inffol-2624,inf-0132,2026-06-01,여성,20대,comment,6,4.72
inffol-2625,inf-0132,2026-06-01,여성,30대,comment,4,3.15
inffol-2626,inf-0132,2026-06-01,여성,40대,comment,1,0.79
inffol-2627,inf-0132,2026-06-01,여성,50대,comment,6,4.72
inffol-2628,inf-0133,2026-06-01,남성,10대,like,5,1.93
inffol-2629,inf-0133,2026-06-01,남성,20대,like,43,16.6
inffol-2630,inf-0133,2026-06-01,남성,30대,like,15,5.79
inffol-2631,inf-0133,2026-06-01,남성,40대,like,8,3.09
inffol-2632,inf-0133,2026-06-01,남성,50대,like,13,5.02
inffol-2633,inf-0133,2026-06-01,남성,60대+,like,5,1.93
inffol-2634,inf-0133,2026-06-01,여성,10대,like,3,1.16
inffol-2635,inf-0133,2026-06-01,여성,20대,like,32,12.36
inffol-2636,inf-0133,2026-06-01,여성,30대,like,9,3.47
inffol-2637,inf-0133,2026-06-01,여성,40대,like,7,2.7
inffol-2638,inf-0133,2026-06-01,여성,50대,like,13,5.02
inffol-2639,inf-0133,2026-06-01,여성,60대+,like,4,1.54
inffol-2640,inf-0133,2026-06-01,남성,10대,comment,3,1.16
inffol-2641,inf-0133,2026-06-01,남성,20대,comment,17,6.56
inffol-2642,inf-0133,2026-06-01,남성,30대,comment,4,1.54
inffol-2643,inf-0133,2026-06-01,남성,40대,comment,7,2.7
inffol-2644,inf-0133,2026-06-01,남성,50대,comment,18,6.95
inffol-2645,inf-0133,2026-06-01,남성,60대+,comment,4,1.54
inffol-2646,inf-0133,2026-06-01,여성,10대,comment,4,1.54
inffol-2647,inf-0133,2026-06-01,여성,20대,comment,19,7.34
inffol-2648,inf-0133,2026-06-01,여성,30대,comment,5,1.93
inffol-2649,inf-0133,2026-06-01,여성,40대,comment,10,3.86
inffol-2650,inf-0133,2026-06-01,여성,50대,comment,8,3.09
inffol-2651,inf-0133,2026-06-01,여성,60대+,comment,3,1.16
inffol-2652,inf-0134,2026-06-01,남성,10대,like,10,1.32
inffol-2653,inf-0134,2026-06-01,남성,20대,like,163,21.48
inffol-2654,inf-0134,2026-06-01,남성,30대,like,105,13.83
inffol-2655,inf-0134,2026-06-01,남성,40대,like,15,1.98
inffol-2656,inf-0134,2026-06-01,남성,50대,like,5,0.66
inffol-2657,inf-0134,2026-06-01,여성,10대,like,6,0.79
inffol-2658,inf-0134,2026-06-01,여성,20대,like,163,21.48
inffol-2659,inf-0134,2026-06-01,여성,30대,like,88,11.59
inffol-2660,inf-0134,2026-06-01,여성,40대,like,13,1.71
inffol-2661,inf-0134,2026-06-01,여성,50대,like,9,1.19
inffol-2662,inf-0134,2026-06-01,남성,10대,comment,1,0.13
inffol-2663,inf-0134,2026-06-01,남성,20대,comment,46,6.06
inffol-2664,inf-0134,2026-06-01,남성,30대,comment,41,5.4
inffol-2665,inf-0134,2026-06-01,남성,40대,comment,6,0.79
inffol-2666,inf-0134,2026-06-01,남성,50대,comment,3,0.4
inffol-2667,inf-0134,2026-06-01,여성,10대,comment,4,0.53
inffol-2668,inf-0134,2026-06-01,여성,20대,comment,54,7.11
inffol-2669,inf-0134,2026-06-01,여성,30대,comment,25,3.29
inffol-2670,inf-0134,2026-06-01,여성,50대,comment,2,0.26
inffol-2671,inf-0135,2026-06-01,남성,10대,like,30,3.25
inffol-2672,inf-0135,2026-06-01,남성,20대,like,90,9.74
inffol-2673,inf-0135,2026-06-01,남성,30대,like,57,6.17
inffol-2674,inf-0135,2026-06-01,남성,40대,like,58,6.28
inffol-2675,inf-0135,2026-06-01,남성,50대,like,4,0.43
inffol-2676,inf-0135,2026-06-01,남성,60대+,like,1,0.11
inffol-2677,inf-0135,2026-06-01,여성,10대,like,39,4.22
inffol-2678,inf-0135,2026-06-01,여성,20대,like,96,10.39
inffol-2679,inf-0135,2026-06-01,여성,30대,like,89,9.63
inffol-2680,inf-0135,2026-06-01,여성,40대,like,112,12.12
inffol-2681,inf-0135,2026-06-01,여성,50대,like,13,1.41
inffol-2682,inf-0135,2026-06-01,남성,10대,comment,9,0.97
inffol-2683,inf-0135,2026-06-01,남성,20대,comment,49,5.3
inffol-2684,inf-0135,2026-06-01,남성,30대,comment,25,2.71
inffol-2685,inf-0135,2026-06-01,남성,40대,comment,32,3.46
inffol-2686,inf-0135,2026-06-01,남성,50대,comment,4,0.43
inffol-2687,inf-0135,2026-06-01,여성,10대,comment,32,3.46
inffol-2688,inf-0135,2026-06-01,여성,20대,comment,59,6.39
inffol-2689,inf-0135,2026-06-01,여성,30대,comment,47,5.09
inffol-2690,inf-0135,2026-06-01,여성,40대,comment,67,7.25
inffol-2691,inf-0135,2026-06-01,여성,50대,comment,10,1.08
inffol-2692,inf-0135,2026-06-01,여성,60대+,comment,1,0.11
inffol-2693,inf-0136,2026-06-01,남성,20대,like,11,7.8
inffol-2694,inf-0136,2026-06-01,남성,30대,like,19,13.48
inffol-2695,inf-0136,2026-06-01,남성,40대,like,7,4.96
inffol-2696,inf-0136,2026-06-01,남성,50대,like,6,4.26
inffol-2697,inf-0136,2026-06-01,남성,60대+,like,1,0.71
inffol-2698,inf-0136,2026-06-01,여성,20대,like,15,10.64
inffol-2699,inf-0136,2026-06-01,여성,30대,like,20,14.18
inffol-2700,inf-0136,2026-06-01,여성,40대,like,4,2.84
inffol-2701,inf-0136,2026-06-01,여성,50대,like,6,4.26
inffol-2702,inf-0136,2026-06-01,남성,20대,comment,9,6.38
inffol-2703,inf-0136,2026-06-01,남성,30대,comment,5,3.55
inffol-2704,inf-0136,2026-06-01,남성,40대,comment,4,2.84
inffol-2705,inf-0136,2026-06-01,남성,50대,comment,4,2.84
inffol-2706,inf-0136,2026-06-01,여성,10대,comment,1,0.71
inffol-2707,inf-0136,2026-06-01,여성,20대,comment,8,5.67
inffol-2708,inf-0136,2026-06-01,여성,30대,comment,13,9.22
inffol-2709,inf-0136,2026-06-01,여성,40대,comment,5,3.55
inffol-2710,inf-0136,2026-06-01,여성,50대,comment,3,2.13
inffol-2711,inf-0137,2026-06-01,남성,10대,like,36,3.14
inffol-2712,inf-0137,2026-06-01,남성,20대,like,64,5.58
inffol-2713,inf-0137,2026-06-01,남성,30대,like,136,11.87
inffol-2714,inf-0137,2026-06-01,남성,40대,like,89,7.77
inffol-2715,inf-0137,2026-06-01,남성,50대,like,14,1.22
inffol-2716,inf-0137,2026-06-01,여성,10대,like,19,1.66
inffol-2717,inf-0137,2026-06-01,여성,20대,like,41,3.58
inffol-2718,inf-0137,2026-06-01,여성,30대,like,95,8.29
inffol-2719,inf-0137,2026-06-01,여성,40대,like,65,5.67
inffol-2720,inf-0137,2026-06-01,여성,50대,like,21,1.83
inffol-2721,inf-0137,2026-06-01,남성,10대,comment,47,4.1
inffol-2722,inf-0137,2026-06-01,남성,20대,comment,62,5.41
inffol-2723,inf-0137,2026-06-01,남성,30대,comment,134,11.69
inffol-2724,inf-0137,2026-06-01,남성,40대,comment,76,6.63
inffol-2725,inf-0137,2026-06-01,남성,50대,comment,12,1.05
inffol-2726,inf-0137,2026-06-01,여성,10대,comment,25,2.18
inffol-2727,inf-0137,2026-06-01,여성,20대,comment,43,3.75
inffol-2728,inf-0137,2026-06-01,여성,30대,comment,85,7.42
inffol-2729,inf-0137,2026-06-01,여성,40대,comment,63,5.5
inffol-2730,inf-0137,2026-06-01,여성,50대,comment,19,1.66
inffol-2731,inf-0138,2026-06-01,남성,10대,like,8,0.62
inffol-2732,inf-0138,2026-06-01,남성,20대,like,155,12.1
inffol-2733,inf-0138,2026-06-01,남성,30대,like,151,11.79
inffol-2734,inf-0138,2026-06-01,남성,40대,like,57,4.45
inffol-2735,inf-0138,2026-06-01,남성,50대,like,2,0.16
inffol-2736,inf-0138,2026-06-01,남성,60대+,like,65,5.07
inffol-2737,inf-0138,2026-06-01,여성,10대,like,9,0.7
inffol-2738,inf-0138,2026-06-01,여성,20대,like,139,10.85
inffol-2739,inf-0138,2026-06-01,여성,30대,like,111,8.67
inffol-2740,inf-0138,2026-06-01,여성,40대,like,71,5.54
inffol-2741,inf-0138,2026-06-01,여성,50대,like,2,0.16
inffol-2742,inf-0138,2026-06-01,여성,60대+,like,93,7.26
inffol-2743,inf-0138,2026-06-01,남성,10대,comment,4,0.31
inffol-2744,inf-0138,2026-06-01,남성,20대,comment,67,5.23
inffol-2745,inf-0138,2026-06-01,남성,30대,comment,59,4.61
inffol-2746,inf-0138,2026-06-01,남성,40대,comment,32,2.5
inffol-2747,inf-0138,2026-06-01,남성,60대+,comment,26,2.03
inffol-2748,inf-0138,2026-06-01,여성,10대,comment,7,0.55
inffol-2749,inf-0138,2026-06-01,여성,20대,comment,63,4.92
inffol-2750,inf-0138,2026-06-01,여성,30대,comment,62,4.84
inffol-2751,inf-0138,2026-06-01,여성,40대,comment,41,3.2
inffol-2752,inf-0138,2026-06-01,여성,50대,comment,1,0.08
inffol-2753,inf-0138,2026-06-01,여성,60대+,comment,56,4.37
inffol-2754,inf-0139,2026-06-01,남성,10대,like,64,4.76
inffol-2755,inf-0139,2026-06-01,남성,20대,like,240,17.86
inffol-2756,inf-0139,2026-06-01,남성,30대,like,126,9.38
inffol-2757,inf-0139,2026-06-01,남성,40대,like,61,4.54
inffol-2758,inf-0139,2026-06-01,남성,50대,like,17,1.26
inffol-2759,inf-0139,2026-06-01,여성,10대,like,59,4.39
inffol-2760,inf-0139,2026-06-01,여성,20대,like,218,16.22
inffol-2761,inf-0139,2026-06-01,여성,30대,like,120,8.93
inffol-2762,inf-0139,2026-06-01,여성,40대,like,54,4.02
inffol-2763,inf-0139,2026-06-01,여성,50대,like,11,0.82
inffol-2764,inf-0139,2026-06-01,여성,60대+,like,1,0.07
